Topo,Z,b,Cost_Pct,C_mean,C_std,V_mean,V_std,Tstop_mean,Stop_max_frac
BA,4,1.2,0.2,1.0,0.0,0.9765999999999999,0.13954397156452153,146.52,0.0
BA,4,1.3,0.2,0.98,0.13999999999999999,0.9569999999999999,0.1941353136345884,154.16,0.0
BA,4,1.4,0.2,0.96,0.19595917942265428,0.9571999999999999,0.19335728587255252,175.52,0.0
BA,4,1.5,0.2,0.96,0.19595917942265428,0.95732,0.19480558924219807,197.54,0.0
BA,4,1.6,0.2,0.98,0.13999999999999999,0.9571199999999999,0.19456254932540332,236.56,0.0
BA,4,1.7,0.2,0.98,0.13999999999999999,0.93708,0.2360817519419915,394.3,0.0
BA,4,1.8,0.2,0.92,0.2712931993250107,0.91724,0.2679796678854573,288.46,0.0
BA,4,1.9,0.2,0.8892,0.3013890508960137,0.85756,0.34485667515650614,896.92,0.04
BA,4,2.0,0.2,0.89132,0.3032421105321621,0.8774399999999999,0.3229130012867243,678.72,0.02
BA,4,1.1,0.5,0.47904,0.16658030615892142,0.42479999999999996,0.1412872251833123,13512.54,0.9
BA,4,1.2,0.5,0.43276000000000003,0.1791191290733628,0.37471999999999994,0.13717361845486178,13215.9,0.88
BA,4,1.3,0.5,0.4156,0.24554592238520273,0.29916000000000004,0.15824896334573568,11741.48,0.78
BA,4,1.4,0.5,0.36979999999999996,0.2445810295178267,0.27648,0.15134520012210495,11434.28,0.76
BA,4,1.5,0.5,0.40260000000000007,0.30224605870052296,0.2268,0.15172079620144366,10879.56,0.68
BA,4,1.6,0.5,0.28592,0.24075878717089436,0.21216000000000002,0.1308891683830255,11603.72,0.72
BA,4,1.7,0.5,0.3582,0.35719714444547285,0.1426,0.13032282992630262,10139.32,0.54
BA,4,1.8,0.5,0.42752,0.3787851232559167,0.05392,0.09988870606830383,10720.76,0.66
BA,4,1.9,0.5,0.34932,0.365900010385351,0.00868,0.032918347467635736,9629.44,0.5
BA,4,2.0,0.5,0.25268,0.26556072299946765,0.0035600000000000002,0.007011875640654218,8397.38,0.48
